X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,sidewalk,aadp,co_name,mun_name,id
-75.084799,39.9817390000001,114866,jh,,2014/11/05 00:00:00+00,2014,4210160109,,port richmond trail,,venango st,castor ave,Pedestrian,39.981739,-75.084799,1.001,1.0622,north,south,,69,Philadelphia,River Wards,78709
-75.252239,40.0465520000001,114785,jh,,2014/10/31 00:00:00+00,2014,4210160108,,schuylkill river trail,,port royal ave,shawmont ave,Pedestrian,40.046552,-75.252239,1.001,1.0622,east,west,,232,Philadelphia,Lower Northwest,78742
-75.4570219999999,40.044499,81265,jh,,2011/09/20 00:00:00+00,2011,4202977344,,old lancaster rd,,orchard la,revere st,Pedestrian,40.044499,-75.457022,0.949,1.0622,east,west,south,112,Chester,Tredyffrin Township,79298
-75.122554,39.9427170000001,112528,jh,,2014/09/10 00:00:00+00,2014,3400710000,,martin luther king jr blvd,both,4th st,west st / 5th st,Pedestrian,39.942717,-75.122554,0.949,1.0622,west,east,N,360,Camden,Camden City,79909
-75.180382,39.9514150000001,114802,jh,,2014/10/29 00:00:00+00,2014,4210160103,,walnut st bridge,,schuylkill ave,23rd st,Pedestrian,39.951415,-75.180382,1.001,1.0622,west,east,north,8317,Philadelphia,Central,80033
-75.1804299999999,39.9512790000001,114803,jh,,2014/10/29 00:00:00+00,2014,4210160103,,walnut st bridge,,schuylkill ave,23rd st,Pedestrian,39.951279,-75.18043,1.001,1.0622,west,east,south,3150,Philadelphia,Central,80034
-75.181203,39.950856,114804,jh,,2014/11/13 00:00:00+00,2014,4210160103,,schuylkill river trail,,locust st,walnut st bridge,Pedestrian,39.950856,-75.181203,1.001,1.0622,north,south,,2714,Philadelphia,Central,80035
-75.1827079999999,39.9489510000001,114806,jh,,2014/10/29 00:00:00+00,2014,4210160103,,schuylkill river trail,,schuylkill river park,locust st,Pedestrian,39.948951,-75.182708,1.001,1.0622,north,south,,3106,Philadelphia,Central,80037
-75.234498,39.9680920000001,84482,jh,,2012/02/28 00:00:00+00,2012,4210160111,,haverford ave,,58th st,57th st,Pedestrian,39.968092,-75.234498,1.059,1.0622,east,west,south,340,Philadelphia,West,80339
-75.170002,39.961053,71850,jh,Monday 5/30/2011 Memorial Day Holiday,2011/05/28 00:00:00+00,2011,4210160103,,19th st,,hamilton st,callowhill st,Pedestrian,39.961053,-75.170002,0.93,1.0622,north,south,west,487,Philadelphia,Central,80825
-75.208175,39.949819,76385,jh,,2011/04/26 00:00:00+00,2011,4210160110,13,baltimore ave,,43rd st,42nd st,Pedestrian,39.949819,-75.208175,0.962,1.0622,east,west,north,1141,Philadelphia,University - Southwest,81229
-75.154298,39.95133,107722,jh,,2014/01/29 00:00:00+00,2014,4210160103,,market st,,9th st,8th st,Pedestrian,39.95133,-75.154298,1.106,1.0622,west,east,N,7529,Philadelphia,Central,81614
-75.098891,39.984383,81592,jh,"Monday October 10, 2011: Columbus Day Holiday",2011/10/07 00:00:00+00,2011,4210160109,,richmond st,,westmoreland st,wensley st,Pedestrian,39.984383,-75.098891,0.968,1.0622,south,north,west,384,Philadelphia,River Wards,81636
-75.219929,39.928614,114843,jh,,2014/10/23 00:00:00+00,2014,4210160110,,58th st,,elmwood ave,lindbergh blvd,Pedestrian,39.928614,-75.219929,0.968,1.0622,south,north,east,80,Philadelphia,University - Southwest,81841
-75.2201239999999,39.9285590000001,114844,jh,,2014/10/23 00:00:00+00,2014,4210160102,,58th st,,elmwood ave,lindbergh blvd,Pedestrian,39.928559,-75.220124,0.968,1.0622,north,south,west,78,Philadelphia,Lower Southwest,81842
-75.227863,39.935301,114847,jh,,2014/10/22 00:00:00+00,2014,4210160110,,58th st,,chester ave,kingsessing ave,Pedestrian,39.935301,-75.227863,0.968,1.0622,north,south,east,317,Philadelphia,University - Southwest,81845
-75.228099,39.9352640000001,114848,jh,,2014/10/22 00:00:00+00,2014,4210160110,,58th st,,chester ave,kingsessing ave,Pedestrian,39.935264,-75.228099,0.968,1.0622,north,south,west,498,Philadelphia,University - Southwest,81846
-75.2335649999999,39.9377480000001,114851,jh,,2014/11/25 00:00:00+00,2014,4210160110,,59th st,,beaumont ave,cobbs creek parkway,Pedestrian,39.937748,-75.233565,1.028,1.0622,north,south,west,37,Philadelphia,University - Southwest,81849
-75.175669,39.898469,116191,jh,,2015/01/06 00:00:00+00,2015,4210160105,,broad st west sidewalk,,league island blvd,railroad underpass,Pedestrian,39.898469,-75.175669,1.102,1.0622,north,south,W,36,Philadelphia,Lower South,82250
-75.191782,39.8953100000001,116192,jh,,2015/01/06 00:00:00+00,2015,4210160105,,basin bridge rd west sidewalk,,langley ave,railroad xing,Pedestrian,39.89531,-75.191782,1.102,1.0622,north,south,W,7,Philadelphia,Lower South,82251
-75.185516,39.9460690000001,114829,jh,,2014/10/28 00:00:00+00,2014,4210160103,,south st bridge,,I 76 schuylkill expwy ramps,27th st,Pedestrian,39.946069,-75.185516,1.001,1.0622,east,west,south,2812,Philadelphia,Central,82335
-75.1403799999999,39.9658840000001,84262,bb,,2012/02/04 00:00:00+00,2012,4210160103,,2nd st,,wildey st,laurel st,Pedestrian,39.965884,-75.14038,1.106,1.0622,north,south,west,534,Philadelphia,Central,82372
