X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,sidewalk,aadp,co_name,mun_name,id
-75.1565859999999,39.959302,128646,jh,,2016/09/24 00:00:00+00,2016,4210160103,,11th st,,noble st,callowhill st,Pedestrian,39.959302,-75.156586,0.962,1.0622,N,S,east,491,Philadelphia,Central,93638
-75.1475839999999,39.9411870000001,128650,jh,,2016/08/27 00:00:00+00,2016,4210160103,,3rd st,,bainbridge st,south st,Pedestrian,39.941187,-75.147584,,,S,N,east,1485,Philadelphia,Central,93641
-75.147707,39.9412070000001,128651,jh,,2016/08/27 00:00:00+00,2016,4210160103,,3rd st,,bainbridge st,south st,Pedestrian,39.941207,-75.147707,,,S,N,west,811,Philadelphia,Central,93642
-75.145766,39.941018,128654,jh,,2016/08/27 00:00:00+00,2016,4210160103,,2nd st,,south st,bainbridge st,Pedestrian,39.941018,-75.145766,,,S,N,west,952,Philadelphia,Central,93644
-75.144044,39.940817,128656,jh,,2016/08/27 00:00:00+00,2016,4210160103,,front st,,bainbridge st,south st,Pedestrian,39.940817,-75.144044,,,N,S,east,544,Philadelphia,Central,93646
-75.144172,39.9407800000001,128657,jh,,2016/08/27 00:00:00+00,2016,4210160103,,front st,,bainbridge st,south st,Pedestrian,39.94078,-75.144172,,,N,S,west,363,Philadelphia,Central,93647
-75.142032,39.940344,128660,jh,,2016/10/15 00:00:00+00,2016,4210160103,,christopher columbus blvd,,kenilworth st,I 95 delaware expwy nb on ramp,Pedestrian,39.940344,-75.142032,,,S,N,east,714,Philadelphia,Central,93650
-75.14914,39.941421,128666,jh,,2016/08/19 00:00:00+00,2016,4210160103,,4th st,,bainbridge st,south st,Pedestrian,39.941421,-75.14914,,,N,S,east,1687,Philadelphia,Central,93654
-75.1492739999999,39.9414340000001,128667,jh,,2016/10/15 00:00:00+00,2016,4210160103,,4th st,,bainbridge st,south st,Pedestrian,39.941434,-75.149274,,,N,S,west,2195,Philadelphia,Central,93655
-75.177003,39.944695,128669,jh,,2016/07/16 00:00:00+00,2016,4210160103,,21st st,,south st,bainbridge st,Pedestrian,39.944695,-75.177003,0.9,1.0622,S,N,east,761,Philadelphia,Central,93657
-75.177131,39.9447070000001,128670,jh,,2016/07/16 00:00:00+00,2016,4210160103,,21st st,,south st,bainbridge st,Pedestrian,39.944707,-75.177131,0.9,1.0622,N,S,west,1147,Philadelphia,Central,93658
-75.175066,39.944469,128672,jh,,2016/07/16 00:00:00+00,2016,4210160103,,20th st,,bainbridge st,south st,Pedestrian,39.944469,-75.175066,0.9,1.0622,S,N,east,834,Philadelphia,Central,93739
-75.1752,39.9444810000001,128673,jh,,2016/07/16 00:00:00+00,2016,4210160103,,20th st,,bainbridge st,south st,Pedestrian,39.944481,-75.1752,0.9,1.0622,S,N,west,610,Philadelphia,Central,93740
-75.173661,39.9441190000001,128676,jh,,2016/07/16 00:00:00+00,2016,4210160103,,19th st,,bainbridge st,south st,Pedestrian,39.944119,-75.173661,0.9,1.0622,N,S,west,1489,Philadelphia,Central,93741
-75.171906,39.9441360000001,128678,jh,,2016/07/16 00:00:00+00,2016,4210160103,,18th st,,bainbridge st,south st,Pedestrian,39.944136,-75.171906,0.9,1.0622,S,N,east,912,Philadelphia,Central,93743
-75.17204,39.944152,128679,jh,,2016/07/16 00:00:00+00,2016,4210160103,,18th st,,bainbridge st,south st,Pedestrian,39.944152,-75.17204,0.9,1.0622,S,N,west,889,Philadelphia,Central,93744
-75.170335,39.9439830000001,128681,jh,,2016/07/16 00:00:00+00,2016,4210160103,,17th st,,bainbridge st,south st,Pedestrian,39.943983,-75.170335,0.9,1.0622,N,S,east,860,Philadelphia,Central,93746
-75.168757,39.9438190000001,128684,jh,,2016/07/23 00:00:00+00,2016,4210160103,,16th st,,bainbridge st,south st,Pedestrian,39.943819,-75.168757,0.9,1.0622,S,N,east,894,Philadelphia,Central,93748
-75.168875,39.9438480000001,128685,jh,,2016/08/13 00:00:00+00,2016,4210160103,,16th st,,bainbridge st,south st,Pedestrian,39.943848,-75.168875,,,S,N,west,552,Philadelphia,Central,93749
-75.167175,39.943609,128687,jh,,2016/07/23 00:00:00+00,2016,4210160103,,15th st,,south st,bainbridge st,Pedestrian,39.943609,-75.167175,0.9,1.0622,N,S,east,705,Philadelphia,Central,93751
-75.167298,39.9436460000001,128688,jh,,2016/07/23 00:00:00+00,2016,4210160103,,15th st,,south st,bainbridge st,Pedestrian,39.943646,-75.167298,0.9,1.0622,N,S,west,911,Philadelphia,Central,93752
-75.015208,39.8046850000001,126773,video - sb,,2016/03/22 00:00:00+00,2016,3400740440,534,blackwood clementon rd north sidewalk,both,cr 673 laurel ave /college dr,new rd,Pedestrian 2,39.804685,-75.015208,1.019,0.97,w,e,,,Camden,Lindenwold Borough,93907
-75.0146149999999,39.8047090000001,126775,video - sb,,2016/03/22 00:00:00+00,2016,3400740440,534,blackwood clementon rd north sidewalk,both,spring garden st,tomlinson ave,Pedestrian 2,39.804709,-75.014615,1.019,0.97,w,,,,Camden,Lindenwold Borough,93908
-75.0065157,39.80509497,126777,video - sb,,2016/03/22 00:00:00+00,2016,3400758770,534,blackwood clementon rd north sidewalk,,wilson rd,cr 687 de cou rd,Pedestrian 2,39.80509497,-75.0065157,1.019,1,E,W,N,,Camden,Pine Hill Borough,93910
-75.0065157,39.80509497,126778,video - sb,,2016/03/22 00:00:00+00,2016,3400758770,534,blackwood clementon rd north sidewalk,,cr 687 de cou rd,woodrow rd,Pedestrian 2,39.80509497,-75.0065157,1.019,0.97,W,E,,,Camden,Pine Hill Borough,93911
-75.16541,39.943387,128690,jh,,2016/07/30 00:00:00+00,2016,4210160103,291,broad st,,bainbridge st,south st,Pedestrian,39.943387,-75.16541,0.888,1.0622,N,S,east,1439,Philadelphia,Central,94092
-75.1581899999999,39.959351,128693,jh,,2016/06/18 00:00:00+00,2016,4210160103,,12th st,,callowhill st,noble st,Pedestrian,39.959351,-75.15819,0.93,1.0622,N,S,east,409,Philadelphia,Central,94094
-75.159777,39.959507,128696,jh,,2016/05/12 00:00:00+00,2016,4210160103,,13th st,,callowhill st,noble st,Pedestrian,39.959507,-75.159777,0.962,1.0622,S,N,east,477,Philadelphia,Central,94096
-75.159869,39.9595110000001,128697,jh,,2016/05/12 00:00:00+00,2016,4210160103,,13th st,,callowhill st,noble st,Pedestrian,39.959511,-75.159869,0.962,1.0622,S,N,west,560,Philadelphia,Central,94097
-75.1618109999999,39.9598490000001,128700,jh,,2016/06/03 00:00:00+00,2016,4210160103,611,broad st,,callowhill st,hamilton st,Pedestrian,39.959849,-75.161811,0.93,1.0622,S,N,east,888,Philadelphia,Central,94100
-75.162111,39.959869,128701,jh,,2016/05/11 00:00:00+00,2016,4210160103,611,broad st,,callowhill st,hamilton st,Pedestrian,39.959869,-75.162111,0.962,1.0622,N,S,west,1232,Philadelphia,Central,94101
-75.163538,39.960317,128703,jh,,2016/05/10 00:00:00+00,2016,4210160103,,15th st,,hamilton st,callowhill st,Pedestrian,39.960317,-75.163538,0.962,1.0622,N,S,east,761,Philadelphia,Central,94175
-75.165104,39.9605520000001,128706,jh,,2016/05/06 00:00:00+00,2016,4210160103,,16th st,,callowhill st,hamilton st,Pedestrian,39.960552,-75.165104,0.962,1.0622,N,S,east,534,Philadelphia,Central,94177
-75.165244,39.960585,128707,jh,,2016/05/27 00:00:00+00,2016,4210160103,,16th st,,callowhill st,hamilton st,Pedestrian,39.960585,-75.165244,0.93,1.0622,S,N,west,400,Philadelphia,Central,94178
-75.166837,39.9607490000001,128709,jh,,2016/05/05 00:00:00+00,2016,4210160103,,17th st,,callowhill st,buttonwood st,Pedestrian,39.960749,-75.166837,0.962,1.0622,N,S,west,767,Philadelphia,Central,94179
-75.171429,39.961053,128714,jh,,2016/05/17 00:00:00+00,2016,4210160103,,20th st,,callowhill st,hamilton st,Pedestrian,39.961053,-75.171429,0.962,1.0622,N,S,east,1288,Philadelphia,Central,94183
-75.171574,39.9612260000001,128715,jh,,2016/04/27 00:00:00+00,2016,4210160103,,20th st,,callowhill st,hamilton st,Pedestrian,39.961226,-75.171574,0.962,1.0622,N,S,west,2781,Philadelphia,Central,94184
-75.17321,39.9620850000001,128717,jh,,2016/04/28 00:00:00+00,2016,4210160103,,21st st,,hamilton st,pennsylvania ave,Pedestrian,39.962085,-75.17321,0.962,1.0622,S,N,east,1609,Philadelphia,Central,94186
-75.173376,39.962069,128718,jh,,2016/05/17 00:00:00+00,2016,4210160103,,21st st,,hamilton st,pennsylvania ave,Pedestrian,39.962069,-75.173376,0.962,1.0622,N,S,west,286,Philadelphia,Central,94187
-75.175916,39.96232,128722,jh,,2016/04/19 00:00:00+00,2016,4210160103,,ben franklin pkwy outer la,,22nd st,eakins oval,Pedestrian,39.96232,-75.175916,1.012,1.0622,S,N,east,7235,Philadelphia,Central,94190
-75.1747819999999,39.9621680000001,128724,jh,,2016/04/26 00:00:00+00,2016,4210160103,,22nd st,,hamilton st,ben franklin pkwy,Pedestrian,39.962168,-75.174782,0.962,1.0622,S,N,east,574,Philadelphia,Central,94191
-75.1750019999999,39.962225,128725,jh,,2016/04/26 00:00:00+00,2016,4210160103,,22nd st,,hamilton st,ben franklin pkwy,Pedestrian,39.962225,-75.175002,0.962,1.0622,S,N,west,656,Philadelphia,Central,94192
-75.155604,39.9421610000001,128726,jh,,2016/08/13 00:00:00+00,2016,4210160103,,8th st,,bainbridge st,south st,Pedestrian,39.942161,-75.155604,,,N,S,west,706,Philadelphia,Central,94193
-75.153893,39.941985,128728,jh,,2016/08/13 00:00:00+00,2016,4210160103,,7th st,,bainbridge st,south st,Pedestrian,39.941985,-75.153893,,,S,N,east,420,Philadelphia,Central,94195
-75.154027,39.9419810000001,128729,jh,,2016/08/13 00:00:00+00,2016,4210160103,,7th st,,bainbridge st,south st,Pedestrian,39.941981,-75.154027,,,N,S,west,723,Philadelphia,Central,94196
-75.152315,39.941808,128731,jh,,2016/08/13 00:00:00+00,2016,4210160103,,6th st,,bainbridge st,south st,Pedestrian,39.941808,-75.152315,,,S,N,east,683,Philadelphia,Central,94198
-75.219929,39.928614,122085,jh,,2015/09/12 00:00:00+00,2015,4210160110,,58th st,,elmwood ave,lindbergh blvd,Pedestrian,39.928614,-75.219929,0.949,1.0622,S,N,East,99,Philadelphia,University - Southwest,94445
-75.0039162799999,39.8052185600001,126779,video - sb,,2016/03/24 00:00:00+00,2016,3400758770,534,blackwood clementon rd,both,signal hill rd,westwood manor apartments rd,Pedestrian 2,39.80521856,-75.00391628,1.019,1,,,,,Camden,Pine Hill Borough,94516
-75.00093113,39.80536506,126780,video - sb,,2016/03/24 00:00:00+00,2016,3400758770,534,blackwood clementon rd,both,linden ave,beech st,Pedestrian 2,39.80536506,-75.00093113,1.019,1,,,,,Camden,Pine Hill Borough,94517
-75.1811509999999,39.9455390000001,130397,jh,"City of Philadelphia:  Philly Free Streets program,  Saturday September 24, 2016  8:00 a.m. - 1 p.m.",2016/09/21 00:00:00+00,2016,4210160103,,south st,,25th st,24th st,Pedestrian,39.945539,-75.181151,,,E,W,S,1495,Philadelphia,Central,95425
-75.185468,39.9462080000001,129710,jh,,2016/08/03 00:00:00+00,2016,4210160103,,south st bridge,,I 76 schuylkill expwy ramps,27th st,Pedestrian,39.946208,-75.185468,,,W,E,north,921,Philadelphia,Central,95967
-75.181235,39.950856,130394,jh,"City of Philadelphia:  Philly Free Streets program,  Saturday September 24, 2016  8:00 a.m. - 1 p.m.",2016/09/20 00:00:00+00,2016,4210160103,,schuylkill river trail,,locust st / s 25th st,schuylkill river trail,Pedestrian,39.950856,-75.181235,,,S,N,,7137,Philadelphia,Central,95968
-75.181133,39.9456410000001,130396,jh,"City of Philadelphia:  Philly Free Streets program,  Saturday September 24, 2016  8:00 a.m. - 1 p.m.",2016/09/21 00:00:00+00,2016,4210160103,,south st,,25th st,24th st,Pedestrian,39.945641,-75.181133,,,E,W,N,1375,Philadelphia,Central,95969
-75.1519269999999,39.9420020000001,130399,jh,"City of Philadelphia:  Philly Free Streets program,  Saturday September 24, 2016  8:00 a.m. - 1 p.m.",2016/09/21 00:00:00+00,2016,4210160103,,south st,,6th st,5th st,Pedestrian,39.942002,-75.151927,,,W,E,N,3744,Philadelphia,Central,95970
-75.2007159999999,39.975914,130401,jh,"City of Philadelphia:  Philly Free Streets program,  Saturday September 24, 2016  8:00 a.m. - 1 p.m.",2016/09/21 00:00:00+00,2016,4210160106,,lansdowne dr,,concourse dr,sweetbriar cutoff,Pedestrian,39.975914,-75.200716,,,E,W,,13402,Philadelphia,West Park,95971
-75.1810809999999,39.9455850000001,130395,jh,"City of Philadelphia:  Philly Free Streets program,  Saturday September 24, 2016  8:00 a.m. - 1 p.m.",2016/09/21 00:00:00+00,2016,4210160103,,south st roadway,,25th st,24th st,Pedestrian,39.945585,-75.181081,,,W,E,,11799,Philadelphia,Central,96080
-74.7411099999999,40.3093400000001,134278,jh,,2014/08/15 00:00:00+00,2014,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,120,Mercer,Lawrence Township,96106
-74.7411099999999,40.3093400000001,134279,jh,,2014/09/15 00:00:00+00,2014,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,133,Mercer,Lawrence Township,96107
-74.7411099999999,40.3093400000001,134280,jh,,2014/10/15 00:00:00+00,2014,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,142,Mercer,Lawrence Township,96108
-74.7411099999999,40.3093400000001,134281,jh,,2014/11/15 00:00:00+00,2014,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,69,Mercer,Lawrence Township,96109
-74.7411099999999,40.3093400000001,134282,jh,,2014/12/15 00:00:00+00,2014,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,63,Mercer,Lawrence Township,96110
-74.7411099999999,40.3093400000001,134283,jh,,2015/01/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,64,Mercer,Lawrence Township,96111
-74.7411099999999,40.3093400000001,134284,jh,,2015/02/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,19,Mercer,Lawrence Township,96112
-74.7411099999999,40.3093400000001,134285,jh,,2015/03/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,49,Mercer,Lawrence Township,96113
-74.7411099999999,40.3093400000001,134286,jh,,2015/04/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,143,Mercer,Lawrence Township,96114
-74.7411099999999,40.3093400000001,134287,jh,,2015/05/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,119,Mercer,Lawrence Township,96115
-74.7411099999999,40.3093400000001,134288,jh,,2015/06/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,80,Mercer,Lawrence Township,96116
-74.7411099999999,40.3093400000001,134289,jh,,2015/07/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,85,Mercer,Lawrence Township,96117
-74.7411099999999,40.3093400000001,134290,jh,,2015/08/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,86,Mercer,Lawrence Township,96118
-75.1915,39.9960830000001,131549,jh,,2014/09/15 00:00:00+00,2014,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,838,Philadelphia,Lower North,96146
-74.7411099999999,40.3093400000001,134291,jh,,2015/09/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,132,Mercer,Lawrence Township,96204
-74.7411099999999,40.3093400000001,134292,jh,,2015/10/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,127,Mercer,Lawrence Township,96205
-74.7411099999999,40.3093400000001,134293,jh,,2015/11/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,106,Mercer,Lawrence Township,96206
-74.7411099999999,40.3093400000001,134294,jh,,2015/12/15 00:00:00+00,2015,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,70,Mercer,Lawrence Township,96207
-74.7411099999999,40.3093400000001,134295,jh,,2016/01/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,63,Mercer,Lawrence Township,96208
-74.7411099999999,40.3093400000001,134296,jh,,2016/02/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,78,Mercer,Lawrence Township,96209
-74.7411099999999,40.3093400000001,134297,jh,,2016/03/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,107,Mercer,Lawrence Township,96210
-74.7411099999999,40.3093400000001,134298,jh,,2016/04/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,155,Mercer,Lawrence Township,96211
-74.7411099999999,40.3093400000001,134299,jh,,2016/05/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,122,Mercer,Lawrence Township,96212
-74.7411099999999,40.3093400000001,134300,jh,,2016/06/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,128,Mercer,Lawrence Township,96213
-74.7411099999999,40.3093400000001,134301,jh,,2016/07/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,126,Mercer,Lawrence Township,96214
-74.7411099999999,40.3093400000001,134302,jh,,2016/08/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,108,Mercer,Lawrence Township,96215
-74.7411099999999,40.3093400000001,134303,jh,,2016/09/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,116,Mercer,Lawrence Township,96216
-74.7411099999999,40.3093400000001,134304,jh,,2016/10/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,153,Mercer,Lawrence Township,96217
-74.7411099999999,40.3093400000001,134305,jh,,2016/11/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,108,Mercer,Lawrence Township,96218
-74.7411099999999,40.3093400000001,134306,jh,,2016/12/15 00:00:00+00,2016,3402139510,,lawrence hopewell trail,both,50' south of keefe rd,keefe rd,Pedestrian,40.30934,-74.74111,,,S,N,,100,Mercer,Lawrence Township,96219
-75.1915,39.9960830000001,131550,jh,,2014/10/15 00:00:00+00,2014,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,846,Philadelphia,Lower North,96233
-75.1915,39.9960830000001,131551,jh,,2014/11/15 00:00:00+00,2014,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,441,Philadelphia,Lower North,96234
-75.1915,39.9960830000001,131554,jh,,2015/02/16 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,1.206,0.9705,S,N,,166,Philadelphia,Lower North,96235
-75.1915,39.9960830000001,131555,jh,,2015/03/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,709,Philadelphia,Lower North,96236
-75.1915,39.9960830000001,131556,jh,,2015/04/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,1262,Philadelphia,Lower North,96237
-75.1915,39.9960830000001,131557,jh,,2015/05/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,742,Philadelphia,Lower North,96238
-75.1915,39.9960830000001,131558,jh,,2015/06/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,531,Philadelphia,Lower North,96239
-75.1915,39.9960830000001,131562,jh,,2015/10/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,870,Philadelphia,Lower North,96240
-75.1915,39.9960830000001,131563,jh,,2015/11/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,493,Philadelphia,Lower North,96241
-75.1915,39.9960830000001,131564,jh,,2015/12/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,313,Philadelphia,Lower North,96242
-75.1915,39.9960830000001,131565,jh,,2016/01/15 00:00:00+00,2016,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,375,Philadelphia,Lower North,96243
-75.1915,39.9960830000001,131566,jh,,2016/10/06 00:00:00+00,2016,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,587,Philadelphia,Lower North,96244
-75.191474,39.9562040000001,129233,jh,,2016/05/20 00:00:00+00,2016,4210160110,,34th st,south,market st,filbert st,Pedestrian,39.956204,-75.191474,0.962,1.0622,N,S,W,3378,Philadelphia,University - Southwest,96399
-75.1915,39.9960830000001,131548,jh,,2014/08/15 00:00:00+00,2014,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,822,Philadelphia,Lower North,96511
-75.1915,39.9960830000001,131547,jh,,2014/07/15 00:00:00+00,2014,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,969,Philadelphia,Lower North,96512
-75.1915,39.9960830000001,131552,jh,,2014/12/15 00:00:00+00,2014,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,298,Philadelphia,Lower North,96513
-75.1915,39.9960830000001,131561,jh,,2015/09/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,893,Philadelphia,Lower North,96514
-75.1915,39.9960830000001,131559,jh,,2015/07/15 00:00:00+00,2015,4210160107,,schuylkill river trail,both,strawbridge mansion bridge,strawberry mansion dr,Pedestrian,39.996083,-75.1915,,,S,N,,625,Philadelphia,Lower North,96515
-75.145546,39.957998,128757,jh,,2016/06/17 00:00:00+00,2016,4210160103,,4th st,,callowhill st,willow st,Pedestrian,39.957998,-75.145546,0.93,1.0622,N,S,east,265,Philadelphia,Central,96598
-75.181203,39.950856,129692,jh,,2015/08/24 00:00:00+00,2015,4210160103,,schuylkill river trail,,locust st,walnut st bridge,Pedestrian,39.950856,-75.181203,0.888,1.0622,S,N,,4120,Philadelphia,Central,96710
-75.181203,39.950856,129693,jh,,2015/09/15 00:00:00+00,2015,4210160103,,schuylkill river trail,,locust st,walnut st bridge,Pedestrian,39.950856,-75.181203,0.949,1.0622,S,N,,4402,Philadelphia,Central,96711
-75.2056889999999,40.016696,131615,jh,,2016/02/15 00:00:00+00,2016,4210160108,,wissahickon creek trail,both,ridge ave,freeland ave access stairway,Pedestrian,40.016696,-75.205689,,,N,S,,204,Philadelphia,Lower Northwest,96934
-75.2056889999999,40.016696,131621,jh,,2016/08/15 00:00:00+00,2016,4210160108,,wissahickon creek trail,both,ridge ave,freeland ave access stairway,Pedestrian,40.016696,-75.205689,,,N,S,,173,Philadelphia,Lower Northwest,96935
-75.555832,40.0489630000001,131694,jh,,2016/07/15 00:00:00+00,2016,4202922056,,chester valley trail,,church rd,mill la,Pedestrian,40.048963,-75.555832,,,W,E,,329,Chester,East Whiteland Township,96938
-75.555832,40.0489630000001,131695,jh,,2016/08/15 00:00:00+00,2016,4202922056,,chester valley trail,,church rd,mill la,Pedestrian,40.048963,-75.555832,,,W,E,,269,Chester,East Whiteland Township,96939
-75.555832,40.0489630000001,131696,jh,,2016/09/15 00:00:00+00,2016,4202922056,,chester valley trail,,church rd,mill la,Pedestrian,40.048963,-75.555832,,,W,E,,292,Chester,East Whiteland Township,96940
-75.454753,40.116928,131700,jh,,2016/07/15 00:00:00+00,2016,4209145080,,schuylkill river trail,,pawlings rd overpass,trail spur to trail parking lot,Pedestrian,40.116928,-75.454753,,,E,W,,135,Montgomery,Lower Providence Township,96944
-75.454753,40.116928,131701,jh,,2016/08/15 00:00:00+00,2016,4209145080,,schuylkill river trail,,pawlings rd overpass,trail spur to trail parking lot,Pedestrian,40.116928,-75.454753,,,E,W,,130,Montgomery,Lower Providence Township,96945
-75.454753,40.116928,131702,jh,,2016/09/15 00:00:00+00,2016,4209145080,,schuylkill river trail,,pawlings rd overpass,trail spur to trail parking lot,Pedestrian,40.116928,-75.454753,,,E,W,,150,Montgomery,Lower Providence Township,96946
-75.223425,40.0214060000001,131703,jh,,2016/07/15 00:00:00+00,2016,4209144976,,cynwyd heritage trail,,belmont ave,manayunk railroad bridge,Pedestrian,40.021406,-75.223425,,,E,W,,456,Montgomery,Lower Merion Township,96947
-75.223425,40.0214060000001,131704,jh,,2016/08/15 00:00:00+00,2016,4209144976,,cynwyd heritage trail,,belmont ave,manayunk railroad bridge,Pedestrian,40.021406,-75.223425,,,E,W,,422,Montgomery,Lower Merion Township,96948
-75.223425,40.0214060000001,131705,jh,,2016/09/15 00:00:00+00,2016,4209144976,,cynwyd heritage trail,,belmont ave,manayunk railroad bridge,Pedestrian,40.021406,-75.223425,,,E,W,,558,Montgomery,Lower Merion Township,96949
